名次,歌名,歌手,語言,年分,專輯
100,我怎麼哭了,八三夭 (The Last Day of Summer 831),華語,2016,
38,沙漠寂寞,李翊君,台語,2016,Album Version
75,叭噗叭噗,張三李四 (Chang and Lee),台語,2016,(BaBu BaBu)
77,生份的情歌,陳建瑋,台語,2016,
78,人權地景,勞動服務 (Community Service),台語,2016,(The landscape of human rights)
81,搖嬰仔歌,董事長樂團 (The Chairman),台語,2016,
90,夢中的蝴蝶,江志豐,台語,2016,三立29台八點檔<甘味人生>主題曲
100,春花望露水,張秀卿,台語,2016,
44,Be Alright,Ariana Grande,西洋,2016,(好好的)
54,NO,Meghan Trainor,西洋,2016,
58,Wasteland,Against The Current,西洋,2016,
74,Write On Me,Fifth Harmony,西洋,2016,
80,Problem,Ariana Grande,西洋,2016,
89,Team,Iggy Azalea,西洋,2016,
92,The Hills,The Weeknd,西洋,2016,(山丘)
94,She Will Be Loved,Maroon 5,西洋,2016,
96,Moves Like Jagger,Maroon 5,西洋,2016,Studio Recording From The Voice Performance
97,DJ Got Us Fallin' In Love,Usher (亞瑟小子),西洋,2016,
98,Wherever I Go,OneRepublic (共和世代),西洋,2016,
99,Coming Home,Diddy - Dirty Money,西洋,2016,
100,One Call Away,Charlie Puth,西洋,2016,
67,摯友啊～今後也一直…,決明子 (Ketsumeishi),日語,2016,電影<蠟筆小新 爆睡！夢中世界大突撃>主題曲
71,二人で,SPICY CHOCOLATE,日語,2016,
82,Ending Story??,ONE OK ROCK,日語,2016,
83,勇於嘗試,Dream Ami,日語,2016,(Try Everything) - Dream Ami version
84,白色季節,米希亞 (MISIA),日語,2016,(朝日電視台日劇 <Second Love> 劇中歌) - 朝日電視台日劇 <Second Love> 劇中歌
85,Please Mr. Postman,Lisa Ono,日語,2016,
86,你就是旋律,AKB48,日語,2016,
89,Indestructible,少女時代 (Girls' Generation),日語,2016,
90,Girls,少女時代 (Girls' Generation),日語,2016,
92,A Song for ×× 給××之歌,濱崎 步 (Ayumi Hamasaki),日語,2016,
95,Butter-Fly,大澤翔,日語,2016,(from ''デジモンアドベンチャー全話OP'')
97,No more,放浪兄弟 ATSUSHI + AI,日語,2016,日劇<直美與加奈子>主題曲
100,Sunny,Lisa Ono,日語,2016,
60,Free Somebody,LUNA (루나),韓語,2016,
66,Hello [Hani Solo],EXID,韓語,2016,
71,Talk,Tiffany (티파니),韓語,2016,
72,慢慢地,Wable,韓語,2016,(Little Miss Sunshine)
73,喜歡,鐘鉉 (JONGHYUN),韓語,2016,(She is)
83,Heaven,EXO,韓語,2016,Korean Ver.
85,Deoksugung Stonewall Walkway,潤娥 YOONA (GIRLS’ GENERATION),韓語,2016,
86,一天一天,BIGBANG,韓語,2016,
88,BREATHE,李遐怡 (LEE HI),韓語,2016,
89,幻聽,張才人 (Jane Jang),韓語,2016,
90,Fool,Tiffany (티파니),韓語,2016,
92,I Know,EXID,韓語,2016,
93,美好的你,CNBLUE,韓語,2016,(You're So Fine)
94,Fly,Got7,韓語,2016,
95,The Day,K.Will X BAEKHYUN,韓語,2016,
97,無法入睡的夜,Crush (크러쉬),韓語,2016,(Sung by CRUSH feat. Punch)
98,What Do I Do,Tiffany (티파니),韓語,2016,
100,Toy,Block B (블락비),韓語,2016,
64,暴風雪,李佳薇 (Jess Lee),華語,2016,(Snowstorm)
71,當我的好朋友,丁噹 (Della),華語,2016,(Be My Own Friend) - 中天 / 中視 [雲中歌] 片頭曲
77,安靜,朱俐靜 (Miu Chu),華語,2016,(Quietness) - 台視、三立偶像劇<愛上哥們>插曲
87,女孩妳知道嗎,謝和弦 (R-chord),華語,2016,"(You Know What, Girl?)"
94,好想你,四葉草 (Joyce Chu),華語,2016,(I Miss You)
95,今晚只是有些話,陳零九 (Nine Chen),華語,2016,愛人不回版 feat. 孫盛希 (三立、東森偶像劇<1989一念間>插曲)
96,愛著愛著就永遠,田馥甄 (Hebe),華語,2016,偶像劇 <上流俗女> 片尾曲
97,原來你都在,丁噹 (Della),華語,2016,(You've Always Been Here) - 中天娛樂戲劇 [因為愛情有奇蹟] 片尾曲
98,想戀一個愛,丁噹 (Della),華語,2016,(OT:Kloem) (Give Me One Love) - 三立華劇 [ 大人情歌 ] 片頭曲
99,"在,也不見",孫燕姿,華語,2016,電影<再見，在也不見>主題曲
75,造飛機,謝金燕 (Jeannie Hsieh),台語,2016,
95,真心疼惜你,向蕙玲,台語,2016,
96,叉燒包,謝金燕 (Jeannie Hsieh),台語,2016,
97,就是我,荒山亮 (Ric Jan),台語,2016,台視八點檔 <雨後驕陽> 片尾曲
100,甲妳惜命命,謝金晶,台語,2016,
44,True Colors,Kesha (惡女凱莎),西洋,2016,
87,Fast Car,Jonas Blue,西洋,2016,Radio Edit
88,The Monster,Eminem,西洋,2016,
90,Twerk It Like Miley,Brandon Beal,西洋,2016,
91,We Own It,"2 Chainz, Wiz Khalifa",西洋,2016,(Fast & Furious)(玩命關頭6主題曲 )
93,How To Love,Cash Cash,西洋,2016,(feat. Sofia Reyes)
96,Say It,Flume,西洋,2016,
97,Castle,Halsey,西洋,2016,The Huntsman: Winter’s War Version
99,Messin' Around,Pitbull,西洋,2016,
100,Dangerous Woman,Ariana Grande,西洋,2016,
32,GALAXY SUPERNOVA,Girls' Generation,日語,2016,
80,Heavy Rotation,AKB48,日語,2016,
87,LOVE＆GIRLS,少女時代 (Girls' Generation),日語,2016,
88,夜晚能安然入眠嗎?,flumpool,日語,2016,
90,Darling,西野加奈 (Kana Nishino),日語,2016,
91,You & I,IU,日語,2016,Japanese Version
92,希望之歌,ULTRATOWER,日語,2016,
97,愛をちょうだい,AOA,日語,2016,
98,Summer,Joe Hisaishi Meets Kitano,日語,2016,(kikujiro)
100,The Everlasting Guilty Crown,EGOIST,日語,2016,
42,請開門,藝聲 (YESUNG),韓語,2016,(Here I am)
45,The Wave,Apink,韓語,2016,
52,It's OK,鄭恩地 (Jeong Eun Ji),韓語,2016,
58,Home,鄭恩地 (Jeong Eun Ji),韓語,2016,
61,Haughty Girl,AKMU,韓語,2016,(Haughty Girl)
68,How People Move,AKMU,韓語,2016,(How People Move)
72,Like The Wind,鄭恩地 (Jeong Eun Ji),韓語,2016,
75,你不知道嗎,韶宥（Sistar）& Brother Su,韓語,2016,(You don`t know me)
77,炸藥,VIXX (빅스),韓語,2016,(Dynamite)
81,Love Is,鄭恩地 (Jeong Eun Ji),韓語,2016,
84,Dumb Dumb,Red Velvet,韓語,2016,
85,Once In A Lifetime,Tiffany (티파니),韓語,2016,
86,櫻花瓣,藝聲 (YESUNG),韓語,2016,(Spring in me) - Duet. Dalchong of CHEEZE
90,任何話也,藝聲 (YESUNG),韓語,2016,(Confession) - Feat. CHANYEOL of EXO
93,我們,藝聲 (YESUNG),韓語,2016,(We)
94,Around,AKMU,韓語,2016,(Around)
95,ALWAYS,Various Artists,韓語,2016,演奏版
96,Yellow Light,Tiffany (티파니),韓語,2016,
70,拍檔,郭靜 (Claire Kuo),華語,2016,(Partners) - 電視劇<後菜鳥的燦爛時代>片頭曲
83,秘密基地,兄弟本色G.U.T.S. (姚中仁、張震嶽、頑童MJ116),華語,2016,
94,大雨將至,徐佳瑩 (Lala Hsu),華語,2016,(The Rain Is Coming) - <女醫明妃傳>電視劇主題曲
97,突然好想你,徐佳瑩 (Lala Hsu),華語,2016,(徐佳瑩)
99,慢慢走,許魏洲,華語,2016,網路劇<上癮>片尾曲
100,别惹哭我,郭靜 (Claire Kuo),華語,2016,(Don't Make Me Cry) - 電視劇<青丘狐傳說>插曲
70,相思話,陳淑萍,台語,2016,
85,越唱越大聲,葉懷佩,台語,2016,戲劇<春梅>片頭曲
86,思念的人,鳳娘 (Elly Chang),台語,2016,
92,幸福的嫁妝,向蕙玲,台語,2016,
99,你甘會想阮,江蕙 (Jody Jiang),台語,2016,
58,Scars,Tove Lo,西洋,2016,
59,Temple,Baauer,西洋,2016,
84,When We Were Young,Adele,西洋,2016,
86,Ain't Your Mama,Jennifer Lopez,西洋,2016,
89,Blank Space,Beth,西洋,2016,
91,Wild Things,Alessia Cara,西洋,2016,
92,Try,派偉俊 (Patrick Brasca),西洋,2016,
93,Same Old Love,Selena Gomez,西洋,2016,(揮別舊愛)
94,Booty Man,Redfoo,西洋,2016,(情場高手)
97,No Broken Hearts,Bebe Rexha,西洋,2016,(feat. Nicki Minaj)
99,On My Mind,Ellie Goulding (艾麗高登),西洋,2016,
100,Now That I've Found You,Martin Garrix,西洋,2016,(feat. John & Michel)
68,恋心,MACO,日語,2016,
84,Sakura,Ikimonogakari,日語,2016,
85,FUTURE LOVER-未來戀人-,加藤MILIYAH (KATO MILIYAH),日語,2016,
90,カサブタ,ONE OK ROCK,日語,2016,
91,どうして,Ray Yamada,日語,2016,
92,ONION!,ONE OK ROCK,日語,2016,
93,RPG,世界末日 (End of the World),日語,2016,
95,Trust,濱崎 步 (Ayumi Hamasaki),日語,2016,
97,LUV,Apink,日語,2016,Japanese Version
98,Flash,Perfume,日語,2016,
100,Yasei No Domei,柴崎幸 (Kou Shibasaki),日語,2016,
43,Everytime,Various Artists,韓語,2016,演奏版
44,This Love,Various Artists,韓語,2016,演奏版
46,You Are My Everything,Various Artists,韓語,2016,演奏版
47,Once Again,Various Artists,韓語,2016,演奏版
50,Gemini,太妍 (Taeyeon),韓語,2016,
52,Spring Love,Eric Nam X WENDY,韓語,2016,
56,Borders,AMBER,韓語,2016,
59,HOLD MY HAND,李遐怡 (LEE HI),韓語,2016,
64,ONLY ONE,率智哈妮 (EXID),韓語,2016,
65,Secret,太妍 (Taeyeon),韓語,2016,
70,7月 7日,Red Velvet,韓語,2016,(One Of These Nights)
72,Stress,太妍 (Taeyeon),韓語,2016,
81,You Think,Girls' Generation,韓語,2016,
82,Like a Fool,TWICE,韓語,2016,
84,The Seasons,CNBLUE,韓語,2016,(The Seasons)
86,Remember,Apink,韓語,2016,
89,Farewell,太妍 (Taeyeon),韓語,2016,
90,Because of You,t Yoonmirae (t 尹美萊),韓語,2016,
92,MY TYPE,iKON,韓語,2016,
93,傾聽你說的話,t Yoonmirae (t 尹美萊),韓語,2016,(I will listen <never alone>)
95,Without You,CNBLUE,韓語,2016,(Without You)
96,Butterfly,BTS防彈少年團 (BANGTAN BOYS),韓語,2016,
97,Young Forever,CNBLUE,韓語,2016,(Young Forever)
98,Such,Kang Hyun Min,韓語,2016,
100,Darling U,金泰宇 (Kim Tae Woo),韓語,2016,(Darling U) - 英浩與珠恩戀愛進行曲
81,一次幸福的機會,蕭敬騰 (Jam Hsiao),華語,2016,(The blessed moment)
85,Play我呸,蔡依林,華語,2016,
86,我不離開,戴愛玲,華語,2016,(Wo Bu Li Kai)
91,愛的總鋪師,玖壹壹,華語,2016,
96,可惜,郭靜 (Claire Kuo),華語,2016,(Sorry to Say Goodbye) - 中天電視劇<何以笙蕭默 >片頭曲、民視偶像劇<星座愛情>獅子女片尾曲
97,步步,五月天 (Mayday),華語,2016,戲劇<步步驚情>主題曲
100,為自己而自己,周蕙,華語,2016,(Have I ever been to me?) - OT:I've Never Been To Me
93,疼惜女人心,朱海君,台語,2016,
98,安平之戀,陳思安,台語,2016,
48,Hello Friday,Flo Rida,西洋,2016,(feat. Jason Derulo)
55,Deadpool Rap,Teamheadkick,西洋,2016,Film Mix
60,Make Me Like You,Gwen Stefani,西洋,2016,
62,Shut Up,Connie Talbot (小康妮),西洋,2016,(Move On)
68,Can't Feel My Face,The Weeknd,西洋,2016,(無法擋的愛)
77,Unstoppable,Sia,西洋,2016,
89,Rather Be,Clean Bandit,西洋,2016,(feat. Jess Glynne)
90,Radioactive,Imagine Dragons,西洋,2016,(電影「宿主」、電玩「刺客教條3」主題曲、NBA 2012-2013季賽精彩回顧音樂)
91,Stand By You,Rachel Platten (瑞秋普蕾頓),西洋,2016,(與你同在)
92,Maps,Maroon 5 (魔力紅),西洋,2016,(地圖)
94,The Sound,The 1975,西洋,2016,
96,We Found Love,Rihanna,西洋,2016,Album Version
97,Writing's On The Wall,Sam Smith,西洋,2016,電影<007:惡魔四伏>主題曲
100,Focus,Ariana Grande,西洋,2016,
78,TSUKI 月亮,安室奈美惠 (Namie Amuro),日語,2016,
80,NAKED 卸下防備,安室奈美惠 (Namie Amuro),日語,2016,KOSE 高絲『丰靡美姬‧幻粧』電視廣告曲
83,Lucky,西野加奈 (Kana Nishino),日語,2016,
87,Lookbook,寶兒 (BoA),日語,2016,
88,SWEET KISSES,安室奈美惠 (Namie Amuro),日語,2016,KOSE 高絲「OLEO D’OR」電視廣告曲
91,REVOLUTION,Crystal Kay,日語,2016,
92,崖上的波妞,藤岡藤巻と大橋のぞみ,日語,2016,
95,12の練習曲 作品25 第11番 イ短調 木枯らし,江崎昌子,日語,2016,
97,アイシテル,Che'Nelle,日語,2016,
99,ALL MY LOVE IS FOR YOU,少女時代 (Girls' Generation),日語,2016,
42,Press Your Number,泰民 (TAEMIN),韓語,2016,
48,小王子,厲旭 (RYEOWOOK),韓語,2016,(The Little Prince)
61,Tell Me,YOO YOUNG JIN X D.O.,韓語,2016,(What Is Love)
65,Don't Forget,Crush (크러쉬),韓語,2016,
66,WORLD TOUR,李遐怡 (LEE HI),韓語,2016,
73,I'm Jelly BABY,AOA CREAM (Yu Na & Hye Jeong & Chan Mi),韓語,2016,(I’m Jelly BABY)
79,BABY BABY,WINNER,韓語,2016,
82,ONLY YOU,miss A,韓語,2016,
87,4 Walls,f(x),韓語,2016,
89,No Love,4Minute,韓語,2016,
90,Do it again,TWICE,韓語,2016,
91,Devil,SUPER JUNIOR,韓語,2016,
92,Trouble Maker,Trouble Maker,韓語,2016,
93,COME BACK HOME,2NE1,韓語,2016,
95,YOU & I,IU,韓語,2016,
96,Drip Drop,泰民 (TAEMIN),韓語,2016,
97,SENTIMENTAL,WINNER,韓語,2016,
98,愛情就那樣,KEI,韓語,2016,英浩與珠恩詠嘆愛情之歌
85,我們青春,李玉璽 (Dino Lee),華語,2016,(We are young) - 電影<我的少女時代>插曲、三立、東森偶像劇<料理高校生>片頭曲
94,不再怕寂寞,曾沛慈 (Pets Tseng),華語,2016,(No longer alone) - 電視劇 <幸福不二家>片頭曲
97,求婚進行曲,Under Lover (地下情人),華語,2016,
98,妳說他,Popu Lady,華語,2016,(All about him) - <我的少女時代>電影插曲
46,雲中月圓,王識賢,台語,2016,
69,練舞功,謝金燕 (Jeannie Hsieh),台語,2016,
71,愛甲超過,向蕙玲,台語,2016,
87,保庇,王彩樺 (Lotus Wang),台語,2016,OT：Bo Peep Bo Peep
97,人生按個讚,白冰冰,台語,2016,
81,Amazing,Foxes,西洋,2016,
90,Hotline Bling,Drake,西洋,2016,
92,I Will Return,Skylar Grey,西洋,2016,(回頭是岸)
93,Dirty Mind,Flo Rida,西洋,2016,(feat. Sam Martin)
94,Break Free,Ariana Grande,西洋,2016,
95,Makes Me Wonder,Maroon 5,西洋,2016,
96,Watch Me,Silentó,西洋,2016,(Whip / Nae Nae)
100,Set Fire To The Rain,Adele (愛黛兒),西洋,2016,
80,I still love you,MP魔幻力量 (Magic Power),日語,2016,Japanese Ver.
86,Dragon Night,世界末日 (End of the World),日語,2016,
87,Ashitairo,安田瑞 (Rei Yasuda),日語,2016,
88,ゲラゲラポー走曲,妖怪手錶 動畫原聲帶,日語,2016,
90,Strong Fate,和樂器樂團 (Wagakki Band),日語,2016,
94,IRONY,CNBLUE,日語,2016,
95,明日的色彩,安田瑞 (Rei Yasuda),日語,2016,日劇<婚禮前的日子>主題曲
99,Bad,INFINITE,日語,2016,-Japanese Version-
37,Like a Star,厲旭 (RYEOWOOK),韓語,2016,
52,DUMB & DUMBER,iKON,韓語,2016,
53,可能認識的人,厲旭 (RYEOWOOK),韓語,2016,(People you may know)
59,Hello,鄭容和 (JUNG YONG HWA),韓語,2016,
63,親愛的,厲旭 (RYEOWOOK),韓語,2016,(Hello)
64,I'M YOUNG,太鉉 (TAEHYUN),韓語,2016,TAEHYUN SOLO
65,懷抱,厲旭 (RYEOWOOK),韓語,2016,(POOM)
69,Me You,San E (산이),韓語,2016,
71,Foxy Girl,厲旭 (RYEOWOOK),韓語,2016,
76,Going Crazy,TWICE,韓語,2016,
77,PRICKED,WINNER 旻浩 & 太鉉 (MINO & TAEHYUN),韓語,2016,
78,那樣的人,申容財(4Men) (shen rong cai (4Men)),韓語,2016,(Duet Ver.) - 英浩與珠恩尋愛之歌 Duet Ver.
79,迷兒,IU,韓語,2016,(LOST CHILD)
80,有我陪著,Tei (테이),韓語,2016,英浩與珠恩愛的主題曲
81,後知後覺,李洪基 (FTISLAND) (Lee Hong Gi (FTISLAND)),韓語,2016,(Insensible)
87,Sing For You,EXO,韓語,2016,Korean Version
90,怦怦跳,金民勝 (Kim Min Seung),韓語,2016,(THUMPING)
91,IMMATURE,WINNER,韓語,2016,
92,只有妳,崔始源,韓語,2016,(Only you)
93,It's Me,MIIII,韓語,2016,(It′s Me) - 珠恩之歌
94,Cinderella,CNBLUE,韓語,2016,(Cinderella)
96,偶爾,Zia (지아),韓語,2016,(SOMETIMES)
97,APOLOGY,iKON,韓語,2016,
98,不要痛,SUPER JUNIOR-D&E(東海&銀赫),韓語,2016,(Growing pains)
99,If You Do,Got7,韓語,2016,
100,PRICKED,WINNER 旻浩 (MINO),韓語,2016,
43,袖手旁觀,蕭敬騰 (Jam Hsiao),華語,2016,(Without doing anything)
67,看淡,田馥甄 (Hebe),華語,2016,電視劇<一把青>片頭曲
71,陪你飛,小樂 (吳思賢) (Ben Wu),華語,2016,<舞吧舞吧在一起>片頭曲
85,姐,田馥甄 (Hebe),華語,2016,(Pretty Woman) - 電影<追婚日記>電影宣傳曲
92,Say forever,丁噹 (Della),華語,2016,
94,感恩節,范瑋琪 (Christine Fan),華語,2016,(My Thanksgiving)
97,風起,朱俐靜 (Miu Chu),華語,2016,台視、TVBS戲劇<唯一繼承者>片頭曲
99,只要有你的地方,林俊傑 (JJ Lin),華語,2016,(By Your Side) - 晚安版
69,暮沉武德殿,閃靈樂團 (Chthonic),台語,2016,(Defenders of Bú-Tik Palace)
70,飛入你心底,黃妃,台語,2016,
86,愛的情火,陳雷,台語,2016,
94,懷念你媽媽,陳雷,台語,2016,
95,皇軍,閃靈樂團 (Chthonic),台語,2016,(TAKAO)
100,新娘裳,一綾,台語,2016,
38,Call Me Maybe,Carly Rae Jepsen,西洋,2016,
49,Everyone,蘇打綠 (Sodagreen),西洋,2016,
53,Picture Me Rollin',Chris Brown,西洋,2016,
84,Devil Side,Foxes,西洋,2016,
85,Wake Me Up,Avicii,西洋,2016,
94,I'll Show You,Justin Bieber,西洋,2016,(秀出去)
95,Stay,Kygo,西洋,2016,
96,Fly,Avril Lavigne,西洋,2016,
97,Lost Stars,Keira Knightley,西洋,2016,
98,YOUTH,Troye Sivan,西洋,2016,(年少)
99,Better Place,Rachel Platten,西洋,2016,
100,Reaper,Sia,西洋,2016,
74,戀歌與雨天,AAA,日語,2016,
79,對你微笑：）,米希亞 (MISIA),日語,2016,
84,代替花束的旋律,清水翔太 (Shota Shimizu),日語,2016,
89,Drop That,EXO,日語,2016,
91,謝謝Forever…,西內麻里亞 (Nishiuchi Mariya),日語,2016,日劇<戀愛時代>主題曲
93,感謝,生物股長 (Ikimonogakari),日語,2016,(第18張單曲，日劇【鬼太郎的老婆】主題曲)
95,隨時更新我的愛！,Sabão,日語,2016,
96,瞳,大原櫻子,日語,2016,
98,Every Heart -全心全意-,寶兒 (BoA),日語,2016,
99,CARNIVAL,蔻蔻荳兒 (Coco d' Or),日語,2016,
44,WHAT'S WORNG ?,iKON,韓語,2016,
48,I MISS YOU SO BAD,iKON,韓語,2016,
53,偏心,EXO,韓語,2016,(Unfair) - Korean Version
63,FRIDAY,IU,韓語,2016,
73,RHYTHM TA,iKON,韓語,2016,
83,Oh My Venus,SNUPER (스누퍼),韓語,2016,(Oh my venus) - 英浩與珠恩愛之歌
87,Magic,SUPER JUNIOR,韓語,2016,
88,那樣的人,LYn (린),韓語,2016,(Woman Version) - Woman Ver.
90,肩膀,Sistar韶宥+權正烈(of 10cm) (Soyou+Kwon Jeong Yeol),韓語,2016,(Lean On Me)
91,I Need a Girl,Taeyang,韓語,2016,feat. G-Dragon
93,200%,AKDONG MUSICIAN (AKMU),韓語,2016,
94,Don't Wake Me Up,SUPER JUNIOR,韓語,2016,
95,AIRPLANE,iKON,韓語,2016,
97,Candy Boy,TWICE,韓語,2016,
98,View,SHINee,韓語,2016,
99,Only One,寶兒 (BoA),韓語,2016,
100,No Make Up,Zion.T,韓語,2016,
62,如果我變成一首歌,林宥嘉 (Yoga Lin),華語,2015,(If I were a song) - 電影<追婚日記>主題曲
64,可以的話,梁靜茹 (Fish Leong),華語,2015,
68,失語者,蔡健雅 (Tanya Chua),華語,2015,(Aphasia)
75,見招拆招,曾之喬&阿沁,華語,2015,片頭曲
78,冷耳光,楊培安,華語,2015,(Slap)
82,愛不顧身,顏志琳,華語,2015,(Give you all my love)
83,前面路口停,鄧福如,華語,2015,
84,等一個人,林芯儀 (Shennio Lin),華語,2015,(電影<等一個人咖啡>主題曲)
88,我的秘密,G.E.M.鄧紫棋,華語,2015,
89,給我一個理由忘記,A-Lin,華語,2015,八大電視台<我的女友是九尾狐>片尾曲
94,新的心跳,G.E.M.鄧紫棋,華語,2015,(Heartbeat)
96,將軍令,五月天 (Mayday),華語,2015,電影「黃飛鴻」主題曲
97,像天堂的懸崖,李佳薇 (Jess Lee),華語,2015,韓劇<主君的太陽>片頭曲
99,幸褔特調,羅志祥,華語,2015,
100,來自天堂的魔鬼,G.E.M.鄧紫棋,華語,2015,(Away)
44,我在這等你,隨性樂團 (Random),台語,2015,(I'm here. Waiting for you.)
82,雪花飄,黃思婷,台語,2015,三立八點檔<甘味人生>金曲
95,棉照被,許富凱,台語,2015,
96,思念喲,江蕙 (Jody Jiang),台語,2015,
98,小飛俠,黃妃,台語,2015,
54,A Head Full Of Dreams,Coldplay,西洋,2015,(夢過頭)
86,The Feeling,Justin Bieber,西洋,2015,(這個感覺)
90,Lay It All On Me,Rudimental (根基樂團),西洋,2015,(讓我來承擔) - Rudimental feat. Ed Sheeran
91,Bang My Head,David Guetta,西洋,2015,(feat. Sia & Fetty Wap)
94,Everglow,Coldplay,西洋,2015,(燦爛永恆)
96,"Turn Around [5,4,3,2,1]",Flo Rida,西洋,2015,
97,Company,Justin Bieber,西洋,2015,(陪伴)
98,Army,Ellie Goulding,西洋,2015,(軍團)
100,Mark My Words,Justin Bieber,西洋,2015,(記住我的話)
64,EGG,木村KAELA (Kimura Kaela),日語,2015,
82,反擊之刃,和樂器樂團 (Wagakki Band),日語,2015,<進擊的巨人>dTV版<反擊的狼煙>主題曲
85,Be Brave,放浪兄弟 ATSUSHI + AI,日語,2015,AKIRA主演日劇<HEAT>主題曲
86,北極星～Polestar～,May J.,日語,2015,feat. SHOW 羅志祥
87,Shooter,MP魔幻力量 (Magic Power),日語,2015,Japanese Ver.
88,虹色,絢香 (Ayaka),日語,2015,(日劇「花子與安妮」主題曲)
89,新寶島,魚韻 (sakanaction),日語,2015,
93,R.Y.U.S.E.I. 流星,三代目J Soul Brothers from 放浪一族 (Sandaime J Soul Brothers from EXILE TRIBE),日語,2015,
94,孤兒之淚,米希亞 (MISIA),日語,2015,
95,White Light,安室奈美惠 (Namie Amuro),日語,2015,
96,Unfair World,三代目J Soul Brothers from 放浪一族 (Sandaime J Soul Brothers from EXILE TRIBE),日語,2015,
98,Halloween Night,AKB48,日語,2015,
99,此刻，想說話的對象,乃木坂46 (Nogizaka46),日語,2015,
100,試著愛上你,chay,日語,2015,富士電視台日劇<約會大作戰>主題曲
49,再靠近一點,基賢 (Monsta X）,韓語,2015,(ONE MORE STEP)
55,LIGHTSABER,EXO,韓語,2015,
63,Girl x Friend,EXO,韓語,2015,Korean Version
71,腳印,EXO,韓語,2015,(On the snow) - Korean Version
75,桃樂絲,SUPER JUNIOR,韓語,2015,(Dorothy)
85,We Can,SUPER JUNIOR,韓語,2015,
86,Simply Beautiful,SUPER JUNIOR,韓語,2015,
87,Alright,SUPER JUNIOR,韓語,2015,
89,遠路《晟俊與惠珍真愛之歌》,朴敘俊,韓語,2015,
90,繁星升起,SUPER JUNIOR,韓語,2015,(Stars Appear...)
97,隨風飛揚,Baechigi (배치기),韓語,2015,(Feat.Punch) (Blow Away)
98,一見鍾情,SUPER JUNIOR,韓語,2015,(Love at First Sight)
100,Good Love,SUPER JUNIOR,韓語,2015,
48,瞬間,G.E.M.鄧紫棋,華語,2015,(Moments)
66,憑什麼,FS (Fuying & Sam),華語,2015,(How could you)
68,幸福不設限,郭靜 (Claire Kuo),華語,2015,(Set My Life Free) - 2015 7-ELEVEN「世界巧克力大賞」甜美主題曲
70,於是,G.E.M.鄧紫棋,華語,2015,(Therefore)
75,盲點,G.E.M.鄧紫棋,華語,2015,(Blindspot)
77,一路逆風,G.E.M.鄧紫棋,華語,2015,(Against The Wind)
81,輕輕,嚴爵 (Yen-j),華語,2015,(Lightly) - feat. PEACE
82,單行的軌道,G.E.M.鄧紫棋,華語,2015,(One Way Road)
85,讓,蕭煌奇,華語,2015,(Give In)
88,愛你,陳芳語 (Kimberley),華語,2015,偶像劇<翻糖花園>片尾曲
91,幸福了 然後呢,A-Lin,華語,2015,緯來戲劇台<小媳婦女王>片頭曲
93,在你身邊,韋禮安 (William Wei),華語,2015,電視劇<愛的生存之道>片頭曲
95,預告,蔣卓嘉 (GJ),華語,2015,三立華劇<他看她的第二眼>片頭曲
96,I'm Not Yours,蔡依林,華語,2015,feat.安室奈美惠NAMIE AMURO
99,保護你,派偉俊 (Patrick Brasca),華語,2015,戲劇<戀愛鄰距離>片頭曲
100,一直微笑,楊凱琳 (Rosie),華語,2015,(I Won't Count My Tears) - 電影<234說愛你>片尾曲
84,天頂星,秀蘭瑪雅,台語,2015,
85,一寸心,蔡秋鳳,台語,2015,
87,送君,謝宜君,台語,2015,
94,頭仔,江蕙 (Jody Jiang),台語,2015,
76,Confident,Demi Lovato,西洋,2015,
89,Something In The Way You Move,Ellie Goulding,西洋,2015,
90,Used To Love You,Gwen Stefani,西洋,2015,
92,Bird Set Free,Sia,西洋,2015,
93,Adventure Of A Lifetime,Coldplay,西洋,2015,
96,Bleeding Love,Leona Lewis (里歐娜),西洋,2015,(蔓延的愛)
97,Afterlife,Greyson Chance,西洋,2015,
98,Strong Ones,Armin van Buuren feat. Cimo Fränkel,西洋,2015,
99,Don't Be So Hard On Yourself,Jess Glynne,西洋,2015,(別苛求自己)
52,ベイビー×２！！,藤森愛,日語,2015,
70,BRAND NEW WORLD,D-51,日語,2015,(日本人氣卡通『ONE PIECE』片頭曲)
76,花束,中島美嘉 (Mika Nakashima),日語,2015,
82,Next Stage,AAA,日語,2015,"(動畫 <ONE PIECE航海王> 15周年特別篇 ""3D2Y跨越艾斯之死！魯夫與夥伴的誓言"" 主題曲)"
83,HANDS UP!,新里宏太,日語,2015,(卡通【ONE PIECE】電視主題曲)
85,Tonight,YUKI,日語,2015,
96,We Are!,東方神起 (Toho Shinki),日語,2015,
97,Gimmick Game,Nana Mizuki,日語,2015,
98,Star Train,Perfume,日語,2015,
100,就算…,西野加奈 (Kana Nishino),日語,2015,
33,百萬碎片,圭賢 (KYUHYUN),韓語,2015,(A Million Pieces)
67,Sarang♥,SUPER JUNIOR,韓語,2015,
68,不再相愛的一天,ROY KIM,韓語,2015,(Do Not Love Me) - 主題曲
71,每天,SUPER JUNIOR,韓語,2015,(Forever with You)
74,好人,圭賢 (KYUHYUN),韓語,2015,(Remember Me)
75,Rock'n Shine!,SUPER JUNIOR,韓語,2015,
79,遠去的日子,圭賢 (KYUHYUN),韓語,2015,
80,傢伙,SUPER JUNIOR,韓語,2015,(You Got It)
